Lutz Heuser,SAP Corporate Research Walldorf,2009,The Relevance of Management of Business Processes and Orchestration,no Author no Title,no Date,0,0,1
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"IDS Scheer AG, Pierre Audoin Consultants (PAC) GmbH (eds.) Business process report 2007 – Geschäftsprozessmanagement in Deutschland, Österreich und der Schweiz",2007,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Knuppertz, T., Schnägelberger, S., Clauberg, K. Umfrage Status Quo Prozessmanagement 2009/2010 ",2010,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Komus, A. BPM Best Practice: Erfolgsfaktoren der Prozessorientierung",2011,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Kruppke, H., Jost, W., Kindermann, H. ARIS-Software, Method and Instrument",2006,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Allweyer, T. BPM-Round-Trip: Wunsch oder Wirklichkeit",2011,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Davenport, T., Prusak, L. Information Ecology – Mastering the Information and Knowledge Environment",1997,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2010,0,0,0
Ayelt Komus,BPM Laboratory FH Koblenz,2010,Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM,"Komus, A., Wauch, F. Wikimanagement: Was Unternehmen von Social Software und Web 2",2008,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Agarwal, S., Rudolph, S., Abecker, A. Semantic Description of Distributed Business Processes",2008,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Aitenbichler, E., Kangasharju, J., Mühlhäuser, M. MundoCore: A Light-weight Infrastructure for Pervasive Computing",2007,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,BMWi TEXO – Business Webs in the Internet of Services ,2009,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Bordeaux, L., Salaün, G., Berardi, D., Mecella, M. When are Two Web Services Compatible? In: Shan, M",2004,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,CWB-NC The Concurrency Workbench of the New Century ,2000,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Eugster, P.T., Felber, P.A., Guerraoui, R., Kermarrec, A.M. The many faces of publish/subscribe ",2003,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Fleischmann, A. Distributed Systems: Software Design and Implementation",1994,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent task modeling and execution based on subject-oriented representations",2009,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Guidi, C., Lucchi, R., Gorrieri, R., Busi, N., Tennenholtz, M. ",2006,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Huangfu, X., Shu, Z., Chen, H., Luo, X. Research on Dynamic Service Composition Based on Object Petri Net for the Networked Information System",1075,0,0,1
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Keller, R.M. Formal verification of parallel programs",1976,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Koning, M., Sun, C., Sinnema, M., Avgeriou, P. VxBPEL: Supporting Variability for Web Services in BPEL",2009,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Lapadula, A., Pugliese, R., Tiezzi, F. A Calculus for Orchestration of Web Services",2007,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Markovic, I., Pereira, A.C., Stojanovic, N. A Framework for Querying in Business Process Modelling",1703,0,0,1
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,Metasonic Welcome to the Future of BPM: S-BPM ,2010,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Milner, R. Communication and Concurrency",1995,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Muthusamy, V., Jacobsen, H.-A. BPM in cloud architectures: Business process management with sLAs and events",2010,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Plotkin, G.D. A structural approach to operational semantics ",1981,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Puhlmann, F. On the Application of a Theory for mobile Systems to business process management",2007,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Puhlmann, F., Weske, M. Interaction soundness for service orchestrations",2006,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Wu, Z., Deng, S., Li, Y., Wu, J. Computing Compatibility in Dynamic Service Composition",2008,0,0,0
Erwin Aitenbichler and Stephan Borgert,Technische Universität Darmstadt Darmstadt,2010,Distributed Execution of S-BPM Business Processes,"Wutke, D. Eine Infrastruktur für die dezentrale Ausführung von BPEL-Prozessen",2010,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"van der Aalst, W.M.P., ter Hofstede, A.H.M., Kiepuszewski, B., Barros, A.P. Workflow patterns",2003,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Alberti, M., Chesani, F., Gavanelli, M., Lamma, E., Mello, P., Montali, M., Storari, S., Torroni, P. Computational logic for run-time verification of web services choreographies: Exploiting the <em class=""EmphasisTypeItalic "">SOCS-SI</em> tool",2006,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Barros, A., Decker, G., Dumas, M., Weber, F. Correlation Patterns in Service-Oriented Architectures",2007,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Barros, A., Dumas, M., ter Hofstede, A.H.M. Service Interaction Patterns",2005,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Barros, A., Dumas, M., Oaks, P. A Critical Overview of the Web Services Choreography Description Language ",2005,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Birukou, A., et al. An integrated solution for runtime compliance governance in SOA",2010,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"von Bochmann, G., Rayner, D., West, C.H. Some notes on the history of protocol engineering",3197,0,0,1
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Busi, N., Gorrieri, R., Guidi, C., Lucchi, R., Tennenholtz, M. Choreography and Orchestration Conformance for System Design",2006,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Chappell, D.A. Enterprise Service Bus",2004,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Daniel, F., et al. Business Compliance Governance in Service-Oriented Architectures",2009,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Barros, A. Interaction modeling using BPMN",2007,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Kopp, O., Barros, A. An Introduction to Service Choreographies",2008,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Kopp, O., Leymann, F., Pfitzner, K., Weske, M. Modeling Service Choreographies Using BPMN and BPEL4Chor",2008,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Kopp, O., Leymann, F., Weske, M. BPEL4Chor: Extending BPEL for Modeling Choreographies",2007,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Kopp, O., Leymann, F., Weske, M. Interacting services: From specification to execution",2009,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Mendling, J. Process Instantiation",2009,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Weske, M. Local enforceability in interaction petri nets",2007,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Weske, M. Interaction-centric Modeling of Process Choreographies",2011,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Decker, G., Zaha, J.M. On the Suitability of WS-CDL for Choreography Modeling",2006,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Fredlund, L.R. Implementing WS CDL",2006,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Gheorghe, G., Neuhaus, S., Crispo, B. xESB: An enterprise service bus for access and usage control policy enforcement",2010,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Gheorghe, G., et al. Combining enforcement strategies in service oriented architectures",2010,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Hongli, Y., Xiangpeng, Z., Chao, C., Zongyan, Q. Exploring the Connection of Choreography and Orchestration with Exception Handling and Finalization/Compensation",2007,0,0,0
Oliver Kopp and Lasse Engler,Institute of Architecture of Application Systems University of Stuttgart,2010,Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus,"Kang, Z., Wang, H., Hung, P.C. WS-CDL+ for web service collaboration",2007,0,0,0
